Week Ending Date,Metric,Category,Waiting Bands,Count
30/01/2022,Age,Over 65 Years,Over 52 Weeks,96675
30/01/2022,Age,Over 65 Years,Total,1890865
30/01/2022,Sex,Female,Unknown Clock Start,4575
30/01/2022,Sex,Female,01 To 18 Weeks,1930010
30/01/2022,Sex,Female,18 To 52 Weeks,1065965
30/01/2022,Sex,Female,Over 52 Weeks,171520
30/01/2022,Sex,Female,Total,3172075
30/01/2022,Sex,Male,Unknown Clock Start,3910
30/01/2022,Sex,Male,01 To 18 Weeks,1492405
30/01/2022,Sex,Male,18 To 52 Weeks,809160
30/01/2022,Sex,Male,Over 52 Weeks,138635
30/01/2022,Sex,Male,Total,2444110
06/02/2022,Age,0-18 Years,Unknown Clock Start,650
06/02/2022,Age,0-18 Years,01 To 18 Weeks,427130
06/02/2022,Age,0-18 Years,18 To 52 Weeks,205835
06/02/2022,Age,0-18 Years,Over 52 Weeks,27065
06/02/2022,Age,0-18 Years,Total,660680
06/02/2022,Age,19-64 Years,Unknown Clock Start,5605
06/02/2022,Age,19-64 Years,01 To 18 Weeks,1879185
06/02/2022,Age,19-64 Years,18 To 52 Weeks,1097295
06/02/2022,Age,19-64 Years,Over 52 Weeks,191760
06/02/2022,Age,19-64 Years,Total,3173845
06/02/2022,Age,Over 65 Years,Unknown Clock Start,3130
06/02/2022,Age,Over 65 Years,01 To 18 Weeks,1153475
06/02/2022,Age,Over 65 Years,18 To 52 Weeks,610380
06/02/2022,Age,Over 65 Years,Over 52 Weeks,93795
06/02/2022,Age,Over 65 Years,Total,1860775
06/02/2022,Sex,Female,Unknown Clock Start,5055
06/02/2022,Sex,Female,01 To 18 Weeks,1920700
06/02/2022,Sex,Female,18 To 52 Weeks,1065880
06/02/2022,Sex,Female,Over 52 Weeks,168985
06/02/2022,Sex,Female,Total,3160620
06/02/2022,Sex,Male,Unknown Clock Start,4315
06/02/2022,Sex,Male,01 To 18 Weeks,1486600
06/02/2022,Sex,Male,18 To 52 Weeks,806935
06/02/2022,Sex,Male,Over 52 Weeks,136155
06/02/2022,Sex,Male,Total,2434005
13/02/2022,Age,0-18 Years,Unknown Clock Start,610
13/02/2022,Age,0-18 Years,01 To 18 Weeks,433165
13/02/2022,Age,0-18 Years,18 To 52 Weeks,208960
13/02/2022,Age,0-18 Years,Over 52 Weeks,26890
13/02/2022,Age,0-18 Years,Total,669630
13/02/2022,Age,19-64 Years,Unknown Clock Start,5175
13/02/2022,Age,19-64 Years,01 To 18 Weeks,1880530
13/02/2022,Age,19-64 Years,18 To 52 Weeks,1095745
13/02/2022,Age,19-64 Years,Over 52 Weeks,188345
13/02/2022,Age,19-64 Years,Total,3169795
13/02/2022,Age,Over 65 Years,Unknown Clock Start,3090
13/02/2022,Age,Over 65 Years,01 To 18 Weeks,1156685
13/02/2022,Age,Over 65 Years,18 To 52 Weeks,610950
13/02/2022,Age,Over 65 Years,Over 52 Weeks,91000
13/02/2022,Age,Over 65 Years,Total,1861730
13/02/2022,Sex,Female,Unknown Clock Start,4830
13/02/2022,Sex,Female,01 To 18 Weeks,1918525
13/02/2022,Sex,Female,18 To 52 Weeks,1061735
13/02/2022,Sex,Female,Over 52 Weeks,164130
13/02/2022,Sex,Female,Total,3149220
13/02/2022,Sex,Male,Unknown Clock Start,4055
13/02/2022,Sex,Male,01 To 18 Weeks,1482485
13/02/2022,Sex,Male,18 To 52 Weeks,801850
13/02/2022,Sex,Male,Over 52 Weeks,131820
13/02/2022,Sex,Male,Total,2420205
20/02/2022,Age,0-18 Years,Unknown Clock Start,610
20/02/2022,Age,0-18 Years,01 To 18 Weeks,431180
20/02/2022,Age,0-18 Years,18 To 52 Weeks,209540
20/02/2022,Age,0-18 Years,Over 52 Weeks,26730
20/02/2022,Age,0-18 Years,Total,668060
20/02/2022,Age,19-64 Years,Unknown Clock Start,5340
20/02/2022,Age,19-64 Years,01 To 18 Weeks,1870765
20/02/2022,Age,19-64 Years,18 To 52 Weeks,1094455
20/02/2022,Age,19-64 Years,Over 52 Weeks,183315
20/02/2022,Age,19-64 Years,Total,3153875
20/02/2022,Age,Over 65 Years,Unknown Clock Start,3140
20/02/2022,Age,Over 65 Years,01 To 18 Weeks,1144985
20/02/2022,Age,Over 65 Years,18 To 52 Weeks,605465
20/02/2022,Age,Over 65 Years,Over 52 Weeks,87455
20/02/2022,Age,Over 65 Years,Total,1841045
20/02/2022,Sex,Female,Unknown Clock Start,4930
20/02/2022,Sex,Female,01 To 18 Weeks,1920970
20/02/2022,Sex,Female,18 To 52 Weeks,1072755
20/02/2022,Sex,Female,Over 52 Weeks,161365
20/02/2022,Sex,Female,Total,3160025
20/02/2022,Sex,Male,Unknown Clock Start,4160
20/02/2022,Sex,Male,01 To 18 Weeks,1486545
20/02/2022,Sex,Male,18 To 52 Weeks,811385
20/02/2022,Sex,Male,Over 52 Weeks,130175
20/02/2022,Sex,Male,Total,2432260
27/02/2022,Age,0-18 Years,Unknown Clock Start,355
27/02/2022,Age,0-18 Years,01 To 18 Weeks,439285
27/02/2022,Age,0-18 Years,18 To 52 Weeks,215140
27/02/2022,Age,0-18 Years,Over 52 Weeks,27040
27/02/2022,Age,0-18 Years,Total,681820
27/02/2022,Age,19-64 Years,Unknown Clock Start,4225
27/02/2022,Age,19-64 Years,01 To 18 Weeks,1890070
27/02/2022,Age,19-64 Years,18 To 52 Weeks,1096655
27/02/2022,Age,19-64 Years,Over 52 Weeks,179580
27/02/2022,Age,19-64 Years,Total,3170530
27/02/2022,Age,Over 65 Years,Unknown Clock Start,2455
27/02/2022,Age,Over 65 Years,01 To 18 Weeks,1158895
27/02/2022,Age,Over 65 Years,18 To 52 Weeks,612705
27/02/2022,Age,Over 65 Years,Over 52 Weeks,85985
27/02/2022,Age,Over 65 Years,Total,1860045
27/02/2022,Sex,Female,Unknown Clock Start,3775
27/02/2022,Sex,Female,01 To 18 Weeks,1955805
27/02/2022,Sex,Female,18 To 52 Weeks,1088660
27/02/2022,Sex,Female,Over 52 Weeks,160300
27/02/2022,Sex,Female,Total,3208545
27/02/2022,Sex,Male,Unknown Clock Start,3235
27/02/2022,Sex,Male,01 To 18 Weeks,1514285
27/02/2022,Sex,Male,18 To 52 Weeks,823960
27/02/2022,Sex,Male,Over 52 Weeks,128965
27/02/2022,Sex,Male,Total,2470445
06/03/2022,Age,0-18 Years,Unknown Clock Start,2095
06/03/2022,Age,0-18 Years,01 To 18 Weeks,437090
06/03/2022,Age,0-18 Years,18 To 52 Weeks,212660
06/03/2022,Age,0-18 Years,Over 52 Weeks,26235
06/03/2022,Age,0-18 Years,Total,678080
06/03/2022,Age,19-64 Years,Unknown Clock Start,4170
06/03/2022,Age,19-64 Years,01 To 18 Weeks,1906250
06/03/2022,Age,19-64 Years,18 To 52 Weeks,1103150
06/03/2022,Age,19-64 Years,Over 52 Weeks,184450
06/03/2022,Age,19-64 Years,Total,3198020
06/03/2022,Age,Over 65 Years,Unknown Clock Start,2395
06/03/2022,Age,Over 65 Years,01 To 18 Weeks,1173310
06/03/2022,Age,Over 65 Years,18 To 52 Weeks,618375
06/03/2022,Age,Over 65 Years,Over 52 Weeks,87445
06/03/2022,Age,Over 65 Years,Total,1881525
06/03/2022,Sex,Female,Unknown Clock Start,4485
06/03/2022,Sex,Female,01 To 18 Weeks,1940575
06/03/2022,Sex,Female,18 To 52 Weeks,1070410
06/03/2022,Sex,Female,Over 52 Weeks,159265
06/03/2022,Sex,Female,Total,3174730
06/03/2022,Sex,Male,Unknown Clock Start,4140
06/03/2022,Sex,Male,01 To 18 Weeks,1504265
06/03/2022,Sex,Male,18 To 52 Weeks,810400
06/03/2022,Sex,Male,Over 52 Weeks,128340
06/03/2022,Sex,Male,Total,2447145
13/03/2022,Age,0-18 Years,Unknown Clock Start,280
13/03/2022,Age,0-18 Years,01 To 18 Weeks,439240
13/03/2022,Age,0-18 Years,18 To 52 Weeks,214745
13/03/2022,Age,0-18 Years,Over 52 Weeks,26290
13/03/2022,Age,0-18 Years,Total,680560
13/03/2022,Age,19-64 Years,Unknown Clock Start,3770
13/03/2022,Age,19-64 Years,01 To 18 Weeks,1886375
13/03/2022,Age,19-64 Years,18 To 52 Weeks,1084945
13/03/2022,Age,19-64 Years,Over 52 Weeks,178650
13/03/2022,Age,19-64 Years,Total,3153740
13/03/2022,Age,Over 65 Years,Unknown Clock Start,2225
13/03/2022,Age,Over 65 Years,01 To 18 Weeks,1159710
13/03/2022,Age,Over 65 Years,18 To 52 Weeks,608015
13/03/2022,Age,Over 65 Years,Over 52 Weeks,85125
13/03/2022,Age,Over 65 Years,Total,1855070
13/03/2022,Sex,Female,Unknown Clock Start,3395
13/03/2022,Sex,Female,01 To 18 Weeks,1925505
13/03/2022,Sex,Female,18 To 52 Weeks,1055735
13/03/2022,Sex,Female,Over 52 Weeks,155255
13/03/2022,Sex,Female,Total,3139890
13/03/2022,Sex,Male,Unknown Clock Start,2960
13/03/2022,Sex,Male,01 To 18 Weeks,1493315
13/03/2022,Sex,Male,18 To 52 Weeks,799840
13/03/2022,Sex,Male,Over 52 Weeks,124020
13/03/2022,Sex,Male,Total,2420135
20/03/2022,Age,0-18 Years,Unknown Clock Start,320
20/03/2022,Age,0-18 Years,01 To 18 Weeks,436650
20/03/2022,Age,0-18 Years,18 To 52 Weeks,213980
20/03/2022,Age,0-18 Years,Over 52 Weeks,25175
20/03/2022,Age,0-18 Years,Total,676125
20/03/2022,Age,19-64 Years,Unknown Clock Start,3780
20/03/2022,Age,19-64 Years,01 To 18 Weeks,1873140
20/03/2022,Age,19-64 Years,18 To 52 Weeks,1072535
20/03/2022,Age,19-64 Years,Over 52 Weeks,170635
20/03/2022,Age,19-64 Years,Total,3120095
20/03/2022,Age,Over 65 Years,Unknown Clock Start,2385
20/03/2022,Age,Over 65 Years,01 To 18 Weeks,1160800
20/03/2022,Age,Over 65 Years,18 To 52 Weeks,603300
20/03/2022,Age,Over 65 Years,Over 52 Weeks,81415
20/03/2022,Age,Over 65 Years,Total,1847900
20/03/2022,Sex,Female,Unknown Clock Start,3455
20/03/2022,Sex,Female,01 To 18 Weeks,1914645
20/03/2022,Sex,Female,18 To 52 Weeks,1045065
20/03/2022,Sex,Female,Over 52 Weeks,147860
20/03/2022,Sex,Female,Total,3111025
20/03/2022,Sex,Male,Unknown Clock Start,3045
20/03/2022,Sex,Male,01 To 18 Weeks,1485710
20/03/2022,Sex,Male,18 To 52 Weeks,791775
20/03/2022,Sex,Male,Over 52 Weeks,118640
20/03/2022,Sex,Male,Total,2399170
27/03/2022,Age,0-18 Years,Unknown Clock Start,335
27/03/2022,Age,0-18 Years,01 To 18 Weeks,447230
27/03/2022,Age,0-18 Years,18 To 52 Weeks,223670
27/03/2022,Age,0-18 Years,Over 52 Weeks,26870
27/03/2022,Age,0-18 Years,Total,698100
27/03/2022,Age,19-64 Years,Unknown Clock Start,3680
27/03/2022,Age,19-64 Years,01 To 18 Weeks,1926710
27/03/2022,Age,19-64 Years,18 To 52 Weeks,1130445
27/03/2022,Age,19-64 Years,Over 52 Weeks,185135
27/03/2022,Age,19-64 Years,Total,3245970
27/03/2022,Age,Over 65 Years,Unknown Clock Start,2310
27/03/2022,Age,Over 65 Years,01 To 18 Weeks,1200975
27/03/2022,Age,Over 65 Years,18 To 52 Weeks,638010
27/03/2022,Age,Over 65 Years,Over 52 Weeks,88145
27/03/2022,Age,Over 65 Years,Total,1929440
27/03/2022,Sex,Female,Unknown Clock Start,3360
27/03/2022,Sex,Female,01 To 18 Weeks,1972050
27/03/2022,Sex,Female,18 To 52 Weeks,1102520
27/03/2022,Sex,Female,Over 52 Weeks,161030
27/03/2022,Sex,Female,Total,3238960
27/03/2022,Sex,Male,Unknown Clock Start,2925
27/03/2022,Sex,Male,01 To 18 Weeks,1530495
27/03/2022,Sex,Male,18 To 52 Weeks,836720
27/03/2022,Sex,Male,Over 52 Weeks,128305
27/03/2022,Sex,Male,Total,2498450
03/04/2022,Age,0-18 Years,Unknown Clock Start,280
03/04/2022,Age,0-18 Years,01 To 18 Weeks,446145
03/04/2022,Age,0-18 Years,18 To 52 Weeks,227180
03/04/2022,Age,0-18 Years,Over 52 Weeks,26855
03/04/2022,Age,0-18 Years,Total,700455
03/04/2022,Age,19-64 Years,Unknown Clock Start,3695
03/04/2022,Age,19-64 Years,01 To 18 Weeks,1941130
03/04/2022,Age,19-64 Years,18 To 52 Weeks,1148265
03/04/2022,Age,19-64 Years,Over 52 Weeks,186235
03/04/2022,Age,19-64 Years,Total,3279325
03/04/2022,Age,Over 65 Years,Unknown Clock Start,3015
03/04/2022,Age,Over 65 Years,01 To 18 Weeks,1208810
03/04/2022,Age,Over 65 Years,18 To 52 Weeks,643820
03/04/2022,Age,Over 65 Years,Over 52 Weeks,87890
03/04/2022,Age,Over 65 Years,Total,1943535
03/04/2022,Sex,Female,Unknown Clock Start,3735
03/04/2022,Sex,Female,01 To 18 Weeks,1983515
03/04/2022,Sex,Female,18 To 52 Weeks,1118395
03/04/2022,Sex,Female,Over 52 Weeks,161995
03/04/2022,Sex,Female,Total,3267645
03/04/2022,Sex,Male,Unknown Clock Start,3220
03/04/2022,Sex,Male,01 To 18 Weeks,1539415
03/04/2022,Sex,Male,18 To 52 Weeks,848590
03/04/2022,Sex,Male,Over 52 Weeks,128465
03/04/2022,Sex,Male,Total,2519690
10/04/2022,Age,0-18 Years,Unknown Clock Start,370
10/04/2022,Age,0-18 Years,01 To 18 Weeks,452485
10/04/2022,Age,0-18 Years,18 To 52 Weeks,231080
10/04/2022,Age,0-18 Years,Over 52 Weeks,26860
10/04/2022,Age,0-18 Years,Total,710795
10/04/2022,Age,19-64 Years,Unknown Clock Start,4035
10/04/2022,Age,19-64 Years,01 To 18 Weeks,1959600
10/04/2022,Age,19-64 Years,18 To 52 Weeks,1161120
10/04/2022,Age,19-64 Years,Over 52 Weeks,183965
10/04/2022,Age,19-64 Years,Total,3308720
10/04/2022,Age,Over 65 Years,Unknown Clock Start,3450
10/04/2022,Age,Over 65 Years,01 To 18 Weeks,1204265
10/04/2022,Age,Over 65 Years,18 To 52 Weeks,647190
10/04/2022,Age,Over 65 Years,Over 52 Weeks,86380
10/04/2022,Age,Over 65 Years,Total,1941285
10/04/2022,Sex,Female,Unknown Clock Start,4310
10/04/2022,Sex,Female,01 To 18 Weeks,1988030
10/04/2022,Sex,Female,18 To 52 Weeks,1127520
10/04/2022,Sex,Female,Over 52 Weeks,159670
10/04/2022,Sex,Female,Total,3279530
10/04/2022,Sex,Male,Unknown Clock Start,3585
10/04/2022,Sex,Male,01 To 18 Weeks,1544655
10/04/2022,Sex,Male,18 To 52 Weeks,855405
10/04/2022,Sex,Male,Over 52 Weeks,126620
10/04/2022,Sex,Male,Total,2530265
17/04/2022,Age,0-18 Years,Unknown Clock Start,185
17/04/2022,Age,0-18 Years,01 To 18 Weeks,449385
17/04/2022,Age,0-18 Years,18 To 52 Weeks,236580
17/04/2022,Age,0-18 Years,Over 52 Weeks,27835
17/04/2022,Age,0-18 Years,Total,713980
17/04/2022,Age,19-64 Years,Unknown Clock Start,3520
17/04/2022,Age,19-64 Years,01 To 18 Weeks,1952470
17/04/2022,Age,19-64 Years,18 To 52 Weeks,1185355
17/04/2022,Age,19-64 Years,Over 52 Weeks,190870
17/04/2022,Age,19-64 Years,Total,3332215
17/04/2022,Age,Over 65 Years,Unknown Clock Start,2865
17/04/2022,Age,Over 65 Years,01 To 18 Weeks,1223420
17/04/2022,Age,Over 65 Years,18 To 52 Weeks,664660
17/04/2022,Age,Over 65 Years,Over 52 Weeks,90070
17/04/2022,Age,Over 65 Years,Total,1981020
17/04/2022,Sex,Female,Unknown Clock Start,3475
17/04/2022,Sex,Female,01 To 18 Weeks,2000110
17/04/2022,Sex,Female,18 To 52 Weeks,1156655
17/04/2022,Sex,Female,Over 52 Weeks,167175
17/04/2022,Sex,Female,Total,3327415
17/04/2022,Sex,Male,Unknown Clock Start,3125
17/04/2022,Sex,Male,01 To 18 Weeks,1552220
17/04/2022,Sex,Male,18 To 52 Weeks,877315
17/04/2022,Sex,Male,Over 52 Weeks,131525
17/04/2022,Sex,Male,Total,2564185
24/04/2022,Age,0-18 Years,Unknown Clock Start,300
24/04/2022,Age,0-18 Years,01 To 18 Weeks,452955
24/04/2022,Age,0-18 Years,18 To 52 Weeks,243130
24/04/2022,Age,0-18 Years,Over 52 Weeks,28935
24/04/2022,Age,0-18 Years,Total,725325
24/04/2022,Age,19-64 Years,Unknown Clock Start,3700
24/04/2022,Age,19-64 Years,01 To 18 Weeks,1960930
24/04/2022,Age,19-64 Years,18 To 52 Weeks,1202710
24/04/2022,Age,19-64 Years,Over 52 Weeks,195990
24/04/2022,Age,19-64 Years,Total,3363325
24/04/2022,Age,Over 65 Years,Unknown Clock Start,2715
24/04/2022,Age,Over 65 Years,01 To 18 Weeks,1230305
24/04/2022,Age,Over 65 Years,18 To 52 Weeks,673470
24/04/2022,Age,Over 65 Years,Over 52 Weeks,92525
24/04/2022,Age,Over 65 Years,Total,1999020
24/04/2022,Sex,Female,Unknown Clock Start,3475
24/04/2022,Sex,Female,01 To 18 Weeks,2009640
24/04/2022,Sex,Female,18 To 52 Weeks,1174080
24/04/2022,Sex,Female,Over 52 Weeks,172445
24/04/2022,Sex,Female,Total,3359640
24/04/2022,Sex,Male,Unknown Clock Start,3170
24/04/2022,Sex,Male,01 To 18 Weeks,1559720
24/04/2022,Sex,Male,18 To 52 Weeks,891555
24/04/2022,Sex,Male,Over 52 Weeks,134975
24/04/2022,Sex,Male,Total,2589420
01/05/2022,Age,0-18 Years,Unknown Clock Start,255
01/05/2022,Age,0-18 Years,01 To 18 Weeks,457905
01/05/2022,Age,0-18 Years,18 To 52 Weeks,242640
01/05/2022,Age,0-18 Years,Over 52 Weeks,29455
01/05/2022,Age,0-18 Years,Total,730260
01/05/2022,Age,19-64 Years,Unknown Clock Start,3560
01/05/2022,Age,19-64 Years,01 To 18 Weeks,1984995
01/05/2022,Age,19-64 Years,18 To 52 Weeks,1199505
01/05/2022,Age,19-64 Years,Over 52 Weeks,199830
01/05/2022,Age,19-64 Years,Total,3387890
01/05/2022,Age,Over 65 Years,Unknown Clock Start,2825
01/05/2022,Age,Over 65 Years,01 To 18 Weeks,1248815
01/05/2022,Age,Over 65 Years,18 To 52 Weeks,673395
01/05/2022,Age,Over 65 Years,Over 52 Weeks,94585
01/05/2022,Age,Over 65 Years,Total,2019610
01/05/2022,Sex,Female,Unknown Clock Start,3495
01/05/2022,Sex,Female,01 To 18 Weeks,2036720
01/05/2022,Sex,Female,18 To 52 Weeks,1172350
01/05/2022,Sex,Female,Over 52 Weeks,176320
01/05/2022,Sex,Female,Total,3388885
01/05/2022,Sex,Male,Unknown Clock Start,3170
01/05/2022,Sex,Male,01 To 18 Weeks,1580365
01/05/2022,Sex,Male,18 To 52 Weeks,890125
01/05/2022,Sex,Male,Over 52 Weeks,137310
01/05/2022,Sex,Male,Total,2610970
08/05/2022,Age,0-18 Years,Unknown Clock Start,310
08/05/2022,Age,0-18 Years,01 To 18 Weeks,456730
08/05/2022,Age,0-18 Years,18 To 52 Weeks,230145
08/05/2022,Age,0-18 Years,Over 52 Weeks,29015
08/05/2022,Age,0-18 Years,Total,716200
08/05/2022,Age,19-64 Years,Unknown Clock Start,4295
08/05/2022,Age,19-64 Years,01 To 18 Weeks,1975715
08/05/2022,Age,19-64 Years,18 To 52 Weeks,1136075
08/05/2022,Age,19-64 Years,Over 52 Weeks,195275
08/05/2022,Age,19-64 Years,Total,3311360
08/05/2022,Age,Over 65 Years,Unknown Clock Start,3700
08/05/2022,Age,Over 65 Years,01 To 18 Weeks,1234570
08/05/2022,Age,Over 65 Years,18 To 52 Weeks,631310
08/05/2022,Age,Over 65 Years,Over 52 Weeks,92165
08/05/2022,Age,Over 65 Years,Total,1961745
08/05/2022,Sex,Female,Unknown Clock Start,4485
08/05/2022,Sex,Female,01 To 18 Weeks,2023385
08/05/2022,Sex,Female,18 To 52 Weeks,1106475
08/05/2022,Sex,Female,Over 52 Weeks,172425
08/05/2022,Sex,Female,Total,3306770
08/05/2022,Sex,Male,Unknown Clock Start,3850
08/05/2022,Sex,Male,01 To 18 Weeks,1567835
08/05/2022,Sex,Male,18 To 52 Weeks,839780
08/05/2022,Sex,Male,Over 52 Weeks,133650
08/05/2022,Sex,Male,Total,2545115
15/05/2022,Age,0-18 Years,Unknown Clock Start,295
15/05/2022,Age,0-18 Years,01 To 18 Weeks,464565
15/05/2022,Age,0-18 Years,18 To 52 Weeks,228140
15/05/2022,Age,0-18 Years,Over 52 Weeks,29885
15/05/2022,Age,0-18 Years,Total,722885
15/05/2022,Age,19-64 Years,Unknown Clock Start,1680
15/05/2022,Age,19-64 Years,01 To 18 Weeks,2018355
15/05/2022,Age,19-64 Years,18 To 52 Weeks,1138740
15/05/2022,Age,19-64 Years,Over 52 Weeks,203270
15/05/2022,Age,19-64 Years,Total,3362050
15/05/2022,Age,Over 65 Years,Unknown Clock Start,2220
15/05/2022,Age,Over 65 Years,01 To 18 Weeks,1269835
15/05/2022,Age,Over 65 Years,18 To 52 Weeks,635535
15/05/2022,Age,Over 65 Years,Over 52 Weeks,96860
15/05/2022,Age,Over 65 Years,Total,2004445
15/05/2022,Sex,Female,Unknown Clock Start,2230
15/05/2022,Sex,Female,01 To 18 Weeks,2073775
15/05/2022,Sex,Female,18 To 52 Weeks,1108700
15/05/2022,Sex,Female,Over 52 Weeks,180435
15/05/2022,Sex,Female,Total,3365145
15/05/2022,Sex,Male,Unknown Clock Start,1995
15/05/2022,Sex,Male,01 To 18 Weeks,1603075
15/05/2022,Sex,Male,18 To 52 Weeks,842570
15/05/2022,Sex,Male,Over 52 Weeks,139165
15/05/2022,Sex,Male,Total,2586805
22/05/2022,Age,0-18 Years,Unknown Clock Start,335
22/05/2022,Age,0-18 Years,01 To 18 Weeks,467265
22/05/2022,Age,0-18 Years,18 To 52 Weeks,226240
22/05/2022,Age,0-18 Years,Over 52 Weeks,29440
22/05/2022,Age,0-18 Years,Total,723275
22/05/2022,Age,19-64 Years,Unknown Clock Start,2600
22/05/2022,Age,19-64 Years,01 To 18 Weeks,1998620
22/05/2022,Age,19-64 Years,18 To 52 Weeks,1108185
22/05/2022,Age,19-64 Years,Over 52 Weeks,198870
22/05/2022,Age,19-64 Years,Total,3308275
22/05/2022,Age,Over 65 Years,Unknown Clock Start,2035
22/05/2022,Age,Over 65 Years,01 To 18 Weeks,1261905
22/05/2022,Age,Over 65 Years,18 To 52 Weeks,620395
22/05/2022,Age,Over 65 Years,Over 52 Weeks,95895
22/05/2022,Age,Over 65 Years,Total,1980230
22/05/2022,Sex,Female,Unknown Clock Start,2530
22/05/2022,Sex,Female,01 To 18 Weeks,2059200
22/05/2022,Sex,Female,18 To 52 Weeks,1079695
22/05/2022,Sex,Female,Over 52 Weeks,177385
22/05/2022,Sex,Female,Total,3318810
22/05/2022,Sex,Male,Unknown Clock Start,2445
22/05/2022,Sex,Male,01 To 18 Weeks,1590965
22/05/2022,Sex,Male,18 To 52 Weeks,823820
22/05/2022,Sex,Male,Over 52 Weeks,137100
22/05/2022,Sex,Male,Total,2554330
29/05/2022,Age,0-18 Years,Unknown Clock Start,320
29/05/2022,Age,0-18 Years,01 To 18 Weeks,474110
29/05/2022,Age,0-18 Years,18 To 52 Weeks,229250
29/05/2022,Age,0-18 Years,Over 52 Weeks,30045
29/05/2022,Age,0-18 Years,Total,733725
29/05/2022,Age,19-64 Years,Unknown Clock Start,2170
29/05/2022,Age,19-64 Years,01 To 18 Weeks,2023420
29/05/2022,Age,19-64 Years,18 To 52 Weeks,1119885
29/05/2022,Age,19-64 Years,Over 52 Weeks,201500
29/05/2022,Age,19-64 Years,Total,3346975
29/05/2022,Age,Over 65 Years,Unknown Clock Start,2400
29/05/2022,Age,Over 65 Years,01 To 18 Weeks,1285615
29/05/2022,Age,Over 65 Years,18 To 52 Weeks,625260
29/05/2022,Age,Over 65 Years,Over 52 Weeks,97455
29/05/2022,Age,Over 65 Years,Total,2010725
29/05/2022,Sex,Female,Unknown Clock Start,2630
29/05/2022,Sex,Female,01 To 18 Weeks,2090595
29/05/2022,Sex,Female,18 To 52 Weeks,1090820
29/05/2022,Sex,Female,Over 52 Weeks,180310
29/05/2022,Sex,Female,Total,3364355
29/05/2022,Sex,Male,Unknown Clock Start,2260
29/05/2022,Sex,Male,01 To 18 Weeks,1612180
29/05/2022,Sex,Male,18 To 52 Weeks,831905
29/05/2022,Sex,Male,Over 52 Weeks,138675
29/05/2022,Sex,Male,Total,2585020
05/06/2022,Age,0-18 Years,Unknown Clock Start,455
05/06/2022,Age,0-18 Years,01 To 18 Weeks,463980
05/06/2022,Age,0-18 Years,18 To 52 Weeks,234680
05/06/2022,Age,0-18 Years,Over 52 Weeks,30160
05/06/2022,Age,0-18 Years,Total,729275
05/06/2022,Age,19-64 Years,Unknown Clock Start,1910
05/06/2022,Age,19-64 Years,01 To 18 Weeks,2012925
05/06/2022,Age,19-64 Years,18 To 52 Weeks,1156680
05/06/2022,Age,19-64 Years,Over 52 Weeks,200905
05/06/2022,Age,19-64 Years,Total,3372425
05/06/2022,Age,Over 65 Years,Unknown Clock Start,2255
05/06/2022,Age,Over 65 Years,01 To 18 Weeks,1278575
05/06/2022,Age,Over 65 Years,18 To 52 Weeks,642310
05/06/2022,Age,Over 65 Years,Over 52 Weeks,96030
05/06/2022,Age,Over 65 Years,Total,2019165
05/06/2022,Sex,Female,Unknown Clock Start,2470
05/06/2022,Sex,Female,01 To 18 Weeks,2075740
05/06/2022,Sex,Female,18 To 52 Weeks,1124210
05/06/2022,Sex,Female,Over 52 Weeks,178945
05/06/2022,Sex,Female,Total,3381365
05/06/2022,Sex,Male,Unknown Clock Start,2170
05/06/2022,Sex,Male,01 To 18 Weeks,1601770
05/06/2022,Sex,Male,18 To 52 Weeks,857120
05/06/2022,Sex,Male,Over 52 Weeks,138085
05/06/2022,Sex,Male,Total,2599145
12/06/2022,Age,0-18 Years,Unknown Clock Start,165
12/06/2022,Age,0-18 Years,01 To 18 Weeks,460485
12/06/2022,Age,0-18 Years,18 To 52 Weeks,237105
12/06/2022,Age,0-18 Years,Over 52 Weeks,30710
12/06/2022,Age,0-18 Years,Total,728470
12/06/2022,Age,19-64 Years,Unknown Clock Start,2275
12/06/2022,Age,19-64 Years,01 To 18 Weeks,1962865
12/06/2022,Age,19-64 Years,18 To 52 Weeks,1136170
12/06/2022,Age,19-64 Years,Over 52 Weeks,198695
12/06/2022,Age,19-64 Years,Total,3300010
12/06/2022,Age,Over 65 Years,Unknown Clock Start,2185
12/06/2022,Age,Over 65 Years,01 To 18 Weeks,1260455
12/06/2022,Age,Over 65 Years,18 To 52 Weeks,631720
